"","genus_species","species","genus","publications","citations","journals","articles","reviews","years_publishing","h","m","i10","h5","id","family","order","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","logh","logh1","logmass","x","y","status","domestication","clade"
"4939","Piliocolobus tephrosceles","tephrosceles","Piliocolobus",19,1013,16,18,0,18,11,0.611,11,1,1013938,"Cercopithecidae","Primates",8591.69,0,"Yes",0.460226,"Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515822,1.07918124604762,3.93407859869554,29,-6.00367070585998,NA,"Wild","Euarchontoglires"
"4940","Piliocolobus tholloni","tholloni","Piliocolobus",1,10,1,1,0,2,1,0.5,1,1,1013942,"Cercopithecidae","Primates",8591.69,0,"Yes",-2.678461,"Vulnerable","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,3.93407859869554,20.3330624247024,-2.33451692538573,NA,"Wild","Euarchontoglires"
"4941","Piliocolobus waldronae","waldronae","Piliocolobus",1,24,1,1,0,15,1,0.067,1,0,6145127,"Cercopithecidae","Primates",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,NA,NA,NA,NA,"Wild","Euarchontoglires"
"4942","Pipanacoctomys aureus","aureus","Pipanacoctomys",4,80,3,3,0,17,4,0.235,3,1,260940,"Octodontidae","Rodentia",136.62,0,"Yes",-27.83565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.698970004336019,2.13551428099879,-67,-27,NA,"Wild","Euarchontoglires"
"4943","Pipistrellus abramus","abramus","Pipistrellus",63,905,46,57,1,63,12,0.19,20,6,570453,"Vespertilionidae","Chiroptera",5.87,1,"Yes",23.660493,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07918124604762,1.11394335230684,0.768638101247614,139.670042448218,36.7103595282982,NA,"Wild","Laurasiatheria"
"4944","Pipistrellus adamsi","adamsi","Pipistrellus",1,1,1,1,0,5,1,0.2,0,0,3613865,"Vespertilionidae","Chiroptera",4.2,1,"Yes",-12.753056,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,0.6232492903979,132.332587338775,-13.461628751158,NA,"Wild","Laurasiatheria"
"4945","Pipistrellus aegypticus","aegypticus","Pipistrellus",1,1,1,1,0,9,1,0.111,0,0,7656446,"Vespertilionidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,NA,NA,NA,NA,"Wild","Laurasiatheria"
"4946","Pipistrellus aero","aero","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,3613867,"Vespertilionidae","Chiroptera",6.2,2,"Yes",2.28311,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,0.792391689498254,37,3.00045740230187,NA,"Wild","Laurasiatheria"
"4947","Pipistrellus africanus","africanus","Pipistrellus",1,1,1,1,0,22,1,0.045,0,0,7656447,"Vespertilionidae","Chiroptera",NA,NA,"Yes",-23.8526024071352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,NA,30.9999999999999,-30.0201656123622,NA,"Wild","Laurasiatheria"
"4948","Pipistrellus angulatus","angulatus","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,3613860,"Vespertilionidae","Chiroptera",3.35,1,"Yes",-4.5506,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,0.525044807036845,152.999999999999,-5.00076357997973,NA,"Wild","Laurasiatheria"
"4949","Pipistrellus bicolor","bicolor","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,7656448,"Vespertilionidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"4950","Pipistrellus brunneus","brunneus","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,3613856,"Vespertilionidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"4951","Pipistrellus capensis","capensis","Pipistrellus",2,5,1,2,0,33,2,0.061,0,0,3613866,"Vespertilionidae","Chiroptera",NA,NA,"Yes",9.6666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,NA,1,9,NA,"Wild","Laurasiatheria"
"4952","Pipistrellus ceylonicus","ceylonicus","Pipistrellus",12,101,10,10,0,58,6,0.103,5,1,743848,"Vespertilionidae","Chiroptera",8.39,1,"Yes",15.46667,"Least Concern","food_human","medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.845098040014257,0.9237619608287,75.0000000000001,14.0087077749105,NA,"Wild","Laurasiatheria"
"4953","Pipistrellus collinus","collinus","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,3613862,"Vespertilionidae","Chiroptera",6.75,1,"Yes",-9.876,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,0.829303772831025,141,-5.00076357997971,NA,"Wild","Laurasiatheria"
"4954","Pipistrellus coromandra","coromandra","Pipistrellus",11,58,10,10,0,21,5,0.238,2,3,687569,"Vespertilionidae","Chiroptera",4.6,1,"Yes",26.33333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.778151250383644,0.662757831681574,104.202266864925,21.4102164441643,NA,"Wild","Laurasiatheria"
"4955","Pipistrellus deserti","deserti","Pipistrellus",2,15,2,2,0,6,2,0.333,1,1,169165,"Vespertilionidae","Chiroptera",6.2,2,"Yes",26.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,0.792391689498254,35,1.00015234351658,NA,"Wild","Laurasiatheria"
"4956","Pipistrellus dhofarensis","dhofarensis","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,7067907,"Vespertilionidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"4957","Pipistrellus endoi","endoi","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,3613870,"Vespertilionidae","Chiroptera",5.6,2,"Yes",39.59889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,0.7481880270062,141,39,NA,"Wild","Laurasiatheria"
"4958","Pipistrellus grandidieri","grandidieri","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,6146541,"Vespertilionidae","Chiroptera",NA,NA,"Yes",-2.543289,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,35.0000000000001,-17.002668361181,NA,"Wild","Laurasiatheria"
"4959","Pipistrellus hanaki","hanaki","Pipistrellus",5,68,3,5,0,17,4,0.235,3,0,743478,"Vespertilionidae","Chiroptera",NA,NA,"Yes",32.52,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.698970004336019,NA,22,33.0056680518071,NA,"Wild","Laurasiatheria"
"4960","Pipistrellus hesperidus","hesperidus","Pipistrellus",10,211,9,10,0,15,7,0.467,6,3,1053242,"Vespertilionidae","Chiroptera",5.28,0,"Yes",-7.70714,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.845098040014257,0.903089986991944,0.722633922533812,35.333130110569,-1.66819308527411,NA,"Wild","Laurasiatheria"
"4961","Pipistrellus inexspectatus","inexspectatus","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,3613839,"Vespertilionidae","Chiroptera",6.2,2,"Yes",-4.216667,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,0.792391689498254,46.9999999999997,-21.0033503084762,NA,"Wild","Laurasiatheria"
"4962","Pipistrellus irretitus","irretitus","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,7656450,"Vespertilionidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"4963","Pipistrellus maderensis","maderensis","Pipistrellus",5,57,5,5,0,18,4,0.222,2,0,924729,"Vespertilionidae","Chiroptera",6.2,2,"Yes",28.42,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.698970004336019,0.792391689498254,-17.3955522061035,28.2180270363726,NA,"Wild","Laurasiatheria"
"4964","Pipistrellus minahassae","minahassae","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,3613874,"Vespertilionidae","Chiroptera",7.45,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,0.872156272748293,NA,NA,NA,"Wild","Laurasiatheria"
"4965","Pipistrellus montanus","montanus","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,7656451,"Vespertilionidae","Chiroptera",NA,NA,"Yes",23.1307195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,121,23,NA,"Wild","Laurasiatheria"
"4966","Pipistrellus nanulus","nanulus","Pipistrellus",2,1,2,2,0,24,1,0.042,0,0,685877,"Vespertilionidae","Chiroptera",2.5,1,"Yes",3.883,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,0.397940008672038,-11,8.50407973031957,NA,"Wild","Laurasiatheria"
"4967","Pipistrellus nathusii","nathusii","Pipistrellus",124,1934,67,119,3,65,24,0.369,60,8,867399,"Vespertilionidae","Chiroptera",7.31,1,"Yes",51.93,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38021124171161,1.39794000867204,0.863917376957861,9.56719730528844,53.9188851008913,NA,"Wild","Laurasiatheria"
"4968","Pipistrellus papuanus","papuanus","Pipistrellus",2,59,2,2,0,49,1,0.02,1,0,3613877,"Vespertilionidae","Chiroptera",5.28,0,"Yes",-7.34149,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,0.722633922533812,141,-4.00244214969981,NA,"Wild","Laurasiatheria"
"4969","Pipistrellus paterculus","paterculus","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,703412,"Vespertilionidae","Chiroptera",5.6,2,"Yes",14.867,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,0.7481880270062,106.496897511277,13.5188746738019,NA,"Wild","Laurasiatheria"
"4970","Pipistrellus permixtus","permixtus","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,3613827,"Vespertilionidae","Chiroptera",6.36,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,0.803457115648414,NA,NA,NA,"Wild","Laurasiatheria"
"4971","Pipistrellus pipistrellus","pipistrellus","Pipistrellus",409,12310,178,395,9,82,56,0.683,228,13,867410,"Vespertilionidae","Chiroptera",5.69,1,"Yes",49.2051,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7481880270062,1.75587485567249,0.755112266395071,5.15878604299619,49.9876295915074,NA,"Wild","Laurasiatheria"
"4972","Pipistrellus pumilus","pumilus","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,7656452,"Vespertilionidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"4973","Pipistrellus pygmaeus","pygmaeus","Pipistrellus",142,2890,70,140,1,20,28,1.4,77,8,366823,"Vespertilionidae","Chiroptera",5.28,0,"Yes",52.73061,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44715803134222,1.46239799789896,0.722633922533812,4.55007580135314,52.1692708425626,NA,"Wild","Laurasiatheria"
"4974","Pipistrellus raceyi","raceyi","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,3613858,"Vespertilionidae","Chiroptera",NA,NA,"Yes",-20.07633,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,46,-21.0033503084764,NA,"Wild","Laurasiatheria"
"4975","Pipistrellus regulus","regulus","Pipistrellus",1,5,1,1,0,55,1,0.018,0,0,7656453,"Vespertilionidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,NA,NA,NA,NA,"Wild","Laurasiatheria"
"4976","Pipistrellus rendalli","rendalli","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,3613880,"Vespertilionidae","Chiroptera",NA,NA,"Yes",7.0944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,3,7,NA,"Wild","Laurasiatheria"
"4977","Pipistrellus rueppellii","rueppellii","Pipistrellus",2,52,2,2,0,21,2,0.095,2,0,169161,"Vespertilionidae","Chiroptera",7.07,1,"Yes",4.00722,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,0.849419413796899,30.5512023783721,5.2361562749611,NA,"Wild","Laurasiatheria"
"4978","Pipistrellus rusticus","rusticus","Pipistrellus",5,65,4,5,0,31,4,0.129,2,1,790967,"Vespertilionidae","Chiroptera",4.55,1,"Yes",-15.22274,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.698970004336019,0.658011396657112,31.4998361029497,-11.0118886361009,NA,"Wild","Laurasiatheria"
"4979","Pipistrellus somalicus","somalicus","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,3613852,"Vespertilionidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"4980","Pipistrellus stenopterus","stenopterus","Pipistrellus",5,154,5,4,1,33,4,0.121,4,1,981288,"Vespertilionidae","Chiroptera",15.2,1,"Yes",3.25833,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.698970004336019,1.18184358794477,100,3.00045740230187,NA,"Wild","Laurasiatheria"
"4981","Pipistrellus sturdeei","sturdeei","Pipistrellus",1,1,1,1,0,1,1,1,0,1,3613843,"Vespertilionidae","Chiroptera",5.28,0,"Yes",NA,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,0.722633922533812,NA,NA,NA,"Wild","Laurasiatheria"
"4982","Pipistrellus taiwanensis","taiwanensis","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,7656454,"Vespertilionidae","Chiroptera",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Laurasiatheria"
"4983","Pipistrellus tenuis","tenuis","Pipistrellus",8,16,6,6,0,21,3,0.143,0,0,687548,"Vespertilionidae","Chiroptera",4.7,1,"Yes",14.9415,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.602059991327962,0.672097857935718,102.33350875887,21.0167723597697,NA,"Wild","Laurasiatheria"
"4984","Pipistrellus wattsi","wattsi","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,3613849,"Vespertilionidae","Chiroptera",5.28,0,"Yes",-6.6175,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,0.722633922533812,147,-7.00107163467528,NA,"Wild","Laurasiatheria"
"4985","Pipistrellus westralis","westralis","Pipistrellus",0,0,0,0,0,NA,0,0,0,0,3613859,"Vespertilionidae","Chiroptera",3,1,"Yes",-14.748611,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,0.477121254719662,124.979267818351,-16.2827269591824,NA,"Wild","Laurasiatheria"
"4986","Pithecheir melanurus","melanurus","Pithecheir",2,23,2,2,0,43,2,0.047,1,0,3610407,"Muridae","Rodentia",108,1,"Yes",-6.73058,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301029995663981,0.477121254719662,2.03342375548695,107,-7,NA,"Wild","Euarchontoglires"
"4987","Pithecheirops otion","otion","Pithecheirops",0,0,0,0,0,NA,0,0,0,0,3611041,"Muridae","Rodentia",71.33,0,"Yes",4.97,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,1.85327222402068,117,5,NA,"Wild","Euarchontoglires"
"4988","Pithecheir parvus","parvus","Pithecheir",1,15,1,1,0,5,1,0.2,1,1,3610405,"Muridae","Rodentia",106,1,"Yes",3.1417,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,2.02530586526477,102,3.00045740230187,NA,"Wild","Euarchontoglires"
"4989","Pithecia aequatorialis","aequatorialis","Pithecia",12,217,6,12,0,34,6,0.176,4,5,3607572,"Pitheciidae","Primates",2249.99,1,"Yes",-3.333333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.845098040014257,3.35218058790938,-74.999390331707,-2.00121958443328,NA,"Wild","Euarchontoglires"
"4990","Pithecia albicans","albicans","Pithecia",3,123,3,3,0,28,3,0.107,3,0,3607571,"Pitheciidae","Primates",2800.01,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.602059991327962,3.44715958239117,NA,NA,NA,"Wild","Euarchontoglires"
"4991","Pithecia cazuzai","cazuzai","Pithecia",0,0,0,0,0,NA,0,0,0,0,6145208,"Pitheciidae","Primates",NA,NA,"Yes",-2.436535,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,-65,-3,NA,"Wild","Euarchontoglires"
"4992","Pithecia chrysocephala","chrysocephala","Pithecia",6,112,3,5,1,24,5,0.208,5,1,6145209,"Pitheciidae","Primates",NA,NA,"Yes",-3.0969315,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.778151250383644,NA,-60,-3.00045740230188,NA,"Wild","Euarchontoglires"
"4993","Pithecia hirsuta","hirsuta","Pithecia",3,40,3,3,0,39,3,0.077,1,0,6145210,"Pitheciidae","Primates",NA,NA,"Yes",-3.760339,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.602059991327962,NA,-69.8003902594374,-3.40377075736639,NA,"Wild","Euarchontoglires"
"4994","Pithecia inusta","inusta","Pithecia",0,0,0,0,0,NA,0,0,0,0,6145211,"Pitheciidae","Primates",NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,NA,NA,NA,"Wild","Euarchontoglires"
"4995","Pithecia irrorata","irrorata","Pithecia",22,289,13,21,1,29,11,0.379,13,6,1058640,"Pitheciidae","Primates",2240.99,1,"Yes",-12.2,"Data Deficient","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04139268515822,1.07918124604762,3.35043991858124,-71,-12.0074234947157,NA,"Wild","Euarchontoglires"
"4996","Pithecia isabela","isabela","Pithecia",0,0,0,0,0,NA,0,0,0,0,6145212,"Pitheciidae","Primates",NA,NA,"Yes",-4.833333,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,-74.332790964604,-4.33563706315323,NA,"Wild","Euarchontoglires"
"4997","Pithecia milleri","milleri","Pithecia",0,0,0,0,0,NA,0,0,0,0,6145213,"Pitheciidae","Primates",NA,NA,"Yes",-0.049622,"Vulnerable","handicrafts_jewellery","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,-75.9999999999999,0,NA,"Wild","Euarchontoglires"
"4998","Pithecia mittermeieri","mittermeieri","Pithecia",1,2,1,1,0,4,1,0.25,0,1,6145214,"Pitheciidae","Primates",NA,NA,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,NA,NA,NA,NA,"Wild","Euarchontoglires"
"4999","Pithecia monachus","monachus","Pithecia",17,333,11,16,1,159,10,0.063,10,2,340054,"Pitheciidae","Primates",1537.52,1,"Yes",NA,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.04139268515822,3.18682077376983,NA,NA,NA,"Wild","Euarchontoglires"
"5000","Pithecia napensis","napensis","Pithecia",0,0,0,0,0,NA,0,0,0,0,6145215,"Pitheciidae","Primates",NA,NA,"Yes",-0.638063,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,-77,-2.00121958443328,NA,"Wild","Euarchontoglires"
"5001","Pithecia pissinattii","pissinattii","Pithecia",0,0,0,0,0,NA,0,0,0,0,6145216,"Pitheciidae","Primates",NA,NA,"Yes",-3.741521,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,NA,-59,-3,NA,"Wild","Euarchontoglires"
"5002","Pithecia rylandsi","rylandsi","Pithecia",6,30,5,5,1,4,3,0.75,1,3,6145217,"Pitheciidae","Primates",NA,NA,"Yes",-12.069995,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.602059991327962,NA,-69.0000000000001,-12.0074234947157,NA,"Wild","Euarchontoglires"
"5003","Pithecia vanzolinii","vanzolinii","Pithecia",1,2,1,1,0,4,1,0.25,0,1,6145218,"Pitheciidae","Primates",NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,NA,NA,NA,NA,"Wild","Euarchontoglires"
"5004","Plagiodontia aedium","aedium","Plagiodontia",10,139,9,10,0,40,6,0.15,5,2,919961,"Capromyidae","Rodentia",1267,1,"Yes",18.92197,"Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778151250383644,0.845098040014257,3.10277661488344,-71.8018091282342,18.6083775751406,NA,"Wild","Euarchontoglires"
"5005","Plagiodontia araeum","araeum","Plagiodontia",1,15,1,1,0,9,1,0.111,1,0,3609707,"Capromyidae","Rodentia",1267,0,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,3.10277661488344,NA,NA,NA,"Wild","Euarchontoglires"
"5006","Plagiodontia ipnaeum","ipnaeum","Plagiodontia",0,0,0,0,0,NA,0,0,0,0,3609705,"Capromyidae","Rodentia",1267,0,"Yes",19.095,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,0,3.10277661488344,-72.0000000000003,19.0030052338495,NA,"Wild","Euarchontoglires"
"5007","Planigale gilesi","gilesi","Planigale",17,279,9,17,0,39,9,0.231,9,0,1029231,"Dasyuridae","Dasyuromorphia",9.2,1,"Yes",-29.551357,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.954242509439325,1,0.963787827345555,140.705215519168,-29.6171050151221,NA,"Wild","Marsupials & monotremes"
"5008","Planigale ingrami","ingrami","Planigale",5,62,3,4,1,43,4,0.093,3,0,423955,"Dasyuridae","Dasyuromorphia",4.25,1,"Yes",-17.595326,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602059991327962,0.698970004336019,0.628388930050311,138.152540566159,-19.8626832657229,NA,"Wild","Marsupials & monotremes"
"5009","Planigale novaeguineae","novaeguineae","Planigale",1,2,1,1,0,49,1,0.02,0,0,423957,"Dasyuridae","Dasyuromorphia",14.9,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.301029995663981,1.17318626841227,NA,NA,NA,"Wild","Marsupials & monotremes"
"5010","Planigale tenuirostris","tenuirostris","Planigale",10,105,8,10,0,40,5,0.125,3,0,904309,"Dasyuridae","Dasyuromorphia",6.05,1,"Yes",-29.916,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.778151250383644,0.781755374652469,143.777507558768,-27.575589281245,NA,"Wild","Marsupials & monotremes"
"5011","Platacanthomys lasiurus","lasiurus","Platacanthomys",4,19,2,4,0,20,3,0.15,0,0,3611037,"Platacanthomyidae","Rodentia",75,1,"Yes",11.928035,"Vulnerable","medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.477121254719662,0.602059991327962,1.8750612633917,77.0000000000002,10.0061581575148,NA,"Wild","Euarchontoglires"
"5012","Platalina genovensium","genovensium","Platalina",11,129,7,10,0,25,5,0.2,4,2,823391,"Phyllostomidae","Chiroptera",16.25,1,"Yes",-15.794616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.698970004336019,0.778151250383644,1.21085336531489,-71.4960746998596,-16.5245108886038,NA,"Wild","Laurasiatheria"
