"","genus_species","id","family","order","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","x","y","domestication","status","clade","species","genus","publications","citations","journals","articles","reviews","years_publishing","h","m","i10","h5","logh1","logmass","iucn_bin","humanuse_bin","domestication_bin","sum_gtrends","log_sumgtrends","h_conserv","logh1_conserv","gtrends_bin"
"4682","Pectinator spekei",3609373,"Ctenodactylidae","Rodentia",160,1,"Yes",11.5194,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.0000000000001,9.00138234307662,"Wild","","Euarchontoglires","spekei","Pectinator",4,22,4,4,0,47,2,0.043,1,0,0.477121254719662,2.20411998265593,1,0,3,0,0,0,0,0
"4683","Pelea capreolus",1090940,"Bovidae","Artiodactyla",20000,1,"Yes",-33.3006155,"Near Threatened","food_human","sport_hunting_specimen_collecting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.9024442924403,-30.5714102174924,"Wild","","Laurasiatheria","capreolus","Pelea",22,232,13,20,1,40,8,0.2,8,0,0.954242509439325,4.30102999566398,NA,1,3,226,2.35602585719312,1,0.301029995663981,1
"4684","Pelomys campanae",386290,"Muridae","Rodentia",77.01,2,"Yes",-7.7,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8633117430736,-9.43775848559853,"Wild","","Euarchontoglires","campanae","Pelomys",0,0,0,0,0,NA,0,0,0,0,0,1.88654712339111,1,0,3,0,0,0,0,0
"4685","Pelomys dembeensis",7654789,"Muridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","dembeensis","Pelomys",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"4686","Pelomys fallax",386292,"Muridae","Rodentia",130,1,"Yes",-10.116667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5108052587975,-9.55966188215073,"Wild","","Euarchontoglires","fallax","Pelomys",6,80,5,6,0,39,6,0.154,4,0,0.845098040014257,2.11394335230684,1,0,3,0,0,1,0.301029995663981,0
"4687","Pelomys harringtoni",7654790,"Muridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","harringtoni","Pelomys",5,93,5,5,0,45,3,0.067,2,0,0.602059991327962,NA,NA,0,3,0,0,0,0,0
"4688","Pelomys hopkinsi",3608656,"Muridae","Rodentia",76.94,2,"Yes",-2.2167,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,-2.00121958443328,"Wild","","Euarchontoglires","hopkinsi","Pelomys",0,0,0,0,0,NA,0,0,0,0,0,1.8861521819708,NA,0,3,0,0,0,0,0
"4689","Pelomys isseli",3608655,"Muridae","Rodentia",60,1,"Yes",NA,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","isseli","Pelomys",1,14,1,1,0,12,1,0.083,1,0,0.301029995663981,1.77815125038364,NA,0,3,0,0,0,0,0
"4690","Pelomys minor",3608654,"Muridae","Rodentia",50,1,"Yes",-7.52085,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6633288391939,-6.01102870840743,"Wild","","Euarchontoglires","minor","Pelomys",0,0,0,0,0,NA,0,0,0,0,0,1.69897000433602,1,0,3,0,0,0,0,0
"4691","Pelomys rex",7654791,"Muridae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","rex","Pelomys",1,75,1,1,0,45,1,0.022,1,0,0.301029995663981,NA,NA,0,3,0,0,0,0,0
"4692","Pennatomys nivalis",5852608,"Cricetidae","Rodentia",NA,NA,"Yes",NA,"Extinct","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","nivalis","Pennatomys",1,34,1,1,0,11,1,0.091,1,0,0.301029995663981,NA,NA,1,3,0,0,0,0,0
"4693","Pentalagus furnessi",673127,"Leporidae","Lagomorpha",2396.25,1,"Yes",28.270094,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,29,"Wild","","Euarchontoglires","furnessi","Pentalagus",28,236,25,25,1,41,7,0.171,7,2,0.903089986991944,3.37953212588612,3,0,3,351,2.54654266347813,4,0.698970004336019,1
"4694","Penthetor lucasi",1008968,"Pteropodidae","Chiroptera",38.17,1,"Yes",3.25833,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.572828070673,3.57927043325793,"Wild","","Laurasiatheria","lucasi","Penthetor",9,19,8,9,0,14,3,0.214,0,1,0.602059991327962,1.5817221599491,1,0,3,0,0,2,0.477121254719662,0
"4695","Peponocephala electra",336234,"Delphinidae","Cetacea",206000,1,"Yes",-4.507648,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.000000000001,-29.1213877625085,"Wild","","Laurasiatheria","electra","Peponocephala",88,1194,61,77,3,47,21,0.447,45,4,1.34242268082221,5.31386722036915,1,0,3,421,2.62531245096167,5,0.778151250383644,1
"4696","Perameles eremiana",408534,"Peramelidae","Peramelemorphia",500,1,"Yes",-23.5255,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.334250641154,-22.5865521230857,"Wild","","Marsupials & monotremes","eremiana","Perameles",3,65,1,3,0,31,3,0.097,3,0,0.602059991327962,2.69897000433602,NA,0,3,0,0,1,0.301029995663981,0
"4697","Perameles gunnii",631442,"Peramelidae","Peramelemorphia",870,1,"Yes",-42.1534945,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.05868541501,-40.1174999893194,"Wild","","Marsupials & monotremes","gunnii","Perameles",83,1017,44,80,1,70,19,0.271,42,4,1.30102999566398,2.93951925261862,2,0,3,363,2.56110138364906,13,1.14612803567824,1
"4698","Perameles myosura",7657247,"Peramelidae","Peramelemorphia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Marsupials & monotremes","myosura","Perameles",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"4699","Perameles pallescens",6148341,"Peramelidae","Peramelemorphia",NA,NA,"Yes",-17.286558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.802500414238,-17.4208421836972,"Wild","","Marsupials & monotremes","pallescens","Perameles",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"4700","Perimyotis subflavus",977400,"Vespertilionidae","Chiroptera",5.76,1,"Yes",36.3345822750119,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.3151256804018,37.0776448303865,"Wild","","Laurasiatheria","subflavus","Perimyotis",168,3373,65,157,6,48,33,0.688,80,7,1.53147891704226,NA,2,0,3,1260,3.10071508657308,15,1.20411998265592,1
"4701","Perognathus alticolus",320778,"Heteromyidae","Rodentia",23.99,1,"Yes",34.232004346036,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.661004597449,35.6899409199985,"Wild","","Euarchontoglires","alticolus","Perognathus",0,0,0,0,0,NA,0,0,0,0,0,1.38003024796783,NA,0,3,0,0,0,0,0
"4702","Perognathus fasciatus",1004156,"Heteromyidae","Rodentia",11.55,1,"Yes",50.1779,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-104.448082861411,46.5237295011433,"Wild","","Euarchontoglires","fasciatus","Perognathus",4,28,3,4,0,36,3,0.083,1,1,0.602059991327962,1.06258198422816,1,0,3,0,0,0,0,0
"4703","Perognathus merriami",1004160,"Heteromyidae","Rodentia",6.85,1,"Yes",29.3632056560686,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.551789382852,30.4813411237261,"Wild","","Euarchontoglires","merriami","Perognathus",5,61,4,5,0,20,3,0.15,2,0,0.602059991327962,0.835690571492426,1,0,3,0,0,0,0,0
"4704","Peromyscus arcticus",904366,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","arcticus","Peromyscus",1,8,1,1,0,14,1,0.071,0,0,0.301029995663981,NA,NA,0,3,0,0,0,0,0
"4705","Peromyscus attwateri",983304,"Cricetidae","Rodentia",27.9,1,"Yes",33.584,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-97.655647328031,33.1519556024346,"Wild","","Euarchontoglires","attwateri","Peromyscus",12,245,7,11,1,39,7,0.179,4,2,0.903089986991944,1.4456042032736,1,0,3,0,0,1,0.301029995663981,0
"4706","Peromyscus avius",7067224,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","avius","Peromyscus",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"4707","Peromyscus baileyi",7654617,"Cricetidae","Rodentia",NA,NA,"Yes",42.6549487346113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-96.5900669257441,44.3540025298927,"Wild","","Euarchontoglires","baileyi","Peromyscus",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"4708","Peromyscus bullatus",3608433,"Cricetidae","Rodentia",40,1,"Yes",19.468056,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-98.3361635887944,19.6782725515747,"Wild","","Euarchontoglires","bullatus","Peromyscus",1,2,1,1,0,16,1,0.062,0,0,0.301029995663981,1.60205999132796,4,0,3,0,0,1,0.301029995663981,0
"4709","Peromyscus caniceps",343212,"Cricetidae","Rodentia",33.16,2,"Yes",25.683333,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111,25.004069885944,"Wild","","Euarchontoglires","caniceps","Peromyscus",1,23,1,1,0,20,1,0.05,1,0,0.301029995663981,1.52061452187824,4,0,3,0,0,0,0,0
"4710","Peromyscus carletoni",5559070,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","carletoni","Peromyscus",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"4711","Peromyscus collatus",343213,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","collatus","Peromyscus",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"4712","Peromyscus dickeyi",343211,"Cricetidae","Rodentia",28.6,1,"Yes",27.423611,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111,27,"Wild","","Euarchontoglires","dickeyi","Peromyscus",1,23,1,1,0,20,1,0.05,1,0,0.301029995663981,1.45636603312904,4,0,3,0,0,0,0,0
"4713","Peromyscus eremicus",576102,"Cricetidae","Rodentia",23.65,1,"Yes",32.167,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.896217631494,30.0009502224156,"Wild","","Euarchontoglires","eremicus","Peromyscus",79,1953,54,77,0,83,23,0.277,44,3,1.38021124171161,1.37383114507383,1,0,3,196,2.29446622616159,8,0.954242509439325,1
"4714","Peromyscus eva",693029,"Cricetidae","Rodentia",22,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","eva","Peromyscus",4,137,4,4,0,21,2,0.095,2,0,0.477121254719662,1.34242268082221,1,0,3,0,0,0,0,0
"4715","Peromyscus fraterculus",693026,"Cricetidae","Rodentia",33,0,"Yes",31.285918,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.785720376327,29.046565200419,"Wild","","Euarchontoglires","fraterculus","Peromyscus",9,147,6,9,0,21,3,0.143,2,0,0.602059991327962,1.51851393987789,1,0,3,0,0,1,0.301029995663981,0
"4716","Peromyscus furvus",836465,"Cricetidae","Rodentia",33,1,"Yes",19.5406193873732,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-97.6857642129598,19.9355686273284,"Wild","","Euarchontoglires","furvus","Peromyscus",4,45,4,4,0,22,3,0.136,1,1,0.602059991327962,1.51851393987789,NA,0,3,0,0,0,0,0
"4717","Peromyscus gossypinus",576104,"Cricetidae","Rodentia",29.39,1,"Yes",31.188338,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.1093666814355,32.9794909082965,"Wild","","Euarchontoglires","gossypinus","Peromyscus",92,1550,44,89,1,57,22,0.386,40,5,1.36172783601759,1.46819958607261,1,0,3,0,0,4,0.698970004336019,0
"4718","Peromyscus grandis",134806,"Cricetidae","Rodentia",71,1,"Yes",15.1189,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-89.9999999999997,15.0023386074297,"Wild","","Euarchontoglires","grandis","Peromyscus",4,39,4,4,0,20,3,0.15,2,0,0.602059991327962,1.85125834871908,NA,0,3,0,0,0,0,0
"4719","Peromyscus guardia",3608425,"Cricetidae","Rodentia",32.13,2,"Yes",29.54,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.000000000001,29.004837986278,"Wild","","Euarchontoglires","guardia","Peromyscus",4,83,3,4,0,19,3,0.158,3,0,0.602059991327962,1.50691072555152,4,0,3,164,2.21748394421391,2,0.477121254719662,1
"4720","Peromyscus guatemalensis",599546,"Cricetidae","Rodentia",40,1,"Yes",15.57063,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91.4024054131796,15.8096818658058,"Wild","","Euarchontoglires","guatemalensis","Peromyscus",3,35,3,3,0,55,3,0.055,2,0,0.602059991327962,1.60205999132796,1,0,3,0,0,0,0,0
"4721","Peromyscus gymnotis",313998,"Cricetidae","Rodentia",40,1,"Yes",14.53384,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-89.6869319454479,13.9208589674702,"Wild","","Euarchontoglires","gymnotis","Peromyscus",0,0,0,0,0,NA,0,0,0,0,0,1.60205999132796,1,0,3,0,0,0,0,0
"4722","Peromyscus hooperi",319357,"Cricetidae","Rodentia",36,1,"Yes",27.0091641062993,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-103,27.0400709423023,"Wild","","Euarchontoglires","hooperi","Peromyscus",1,3,1,1,0,30,1,0.033,0,0,0.301029995663981,1.55630250076729,1,0,3,0,0,0,0,0
"4723","Peromyscus hylocetes",162828,"Cricetidae","Rodentia",33,0,"Yes",19.5901917379206,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-102.012031456007,19.0210613229336,"Wild","","Euarchontoglires","hylocetes","Peromyscus",6,392,6,6,0,28,4,0.143,3,1,0.698970004336019,1.51851393987789,1,0,3,0,0,1,0.301029995663981,0
"4724","Peromyscus interparietalis",343214,"Cricetidae","Rodentia",28,1,"Yes",28.69,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113,29,"Wild","","Euarchontoglires","interparietalis","Peromyscus",2,28,2,2,0,53,2,0.038,1,0,0.477121254719662,1.44715803134222,4,0,3,0,0,0,0,0
"4725","Peromyscus keeni",1026151,"Cricetidae","Rodentia",28.25,1,"Yes",55.425833,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-129.85734428117,55.135421337973,"Wild","","Euarchontoglires","keeni","Peromyscus",31,726,18,30,0,25,13,0.52,17,4,1.14612803567824,1.45101845215546,1,0,3,0,0,2,0.477121254719662,0
"4726","Peromyscus kilpatricki",7067227,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","kilpatricki","Peromyscus",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"4727","Peromyscus madrensis",407017,"Cricetidae","Rodentia",32.2,2,"Yes",21.50158,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-105.999999999999,21.0033503084762,"Wild","","Euarchontoglires","madrensis","Peromyscus",1,48,1,1,0,21,1,0.048,1,0,0.301029995663981,1.50785587169583,3,0,3,0,0,0,0,0
"4728","Peromyscus mayensis",137746,"Cricetidae","Rodentia",32,1,"Yes",15.733333,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91,15,"Wild","","Euarchontoglires","mayensis","Peromyscus",0,0,0,0,0,NA,0,0,0,0,0,1.50514997831991,4,0,3,0,0,0,0,0
"4729","Peromyscus megalops",179902,"Cricetidae","Rodentia",66.2,1,"Yes",17.488333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-98.0973685047997,17.9328051822742,"Wild","","Euarchontoglires","megalops","Peromyscus",3,27,3,3,0,30,2,0.067,1,0,0.477121254719662,1.8208579894397,1,0,3,0,0,1,0.301029995663981,0
"4730","Peromyscus mekisturus",3608419,"Cricetidae","Rodentia",60,1,"Yes",18.461667,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-98.0000000000003,19.0030052338495,"Wild","","Euarchontoglires","mekisturus","Peromyscus",3,22,3,3,0,7,2,0.286,1,1,0.477121254719662,1.77815125038364,4,0,3,0,0,1,0.301029995663981,0
"4731","Peromyscus melanocarpus",599544,"Cricetidae","Rodentia",59,1,"Yes",17.555833,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-100.1375759999,20.8774454181353,"Wild","","Euarchontoglires","melanocarpus","Peromyscus",0,0,0,0,0,NA,0,0,0,0,0,1.77085201164214,3,0,3,0,0,0,0,0
"4732","Peromyscus melanotis",576106,"Cricetidae","Rodentia",39.6,1,"Yes",19.283333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-102.133743602657,22.5743817031471,"Wild","","Euarchontoglires","melanotis","Peromyscus",13,153,9,13,0,47,6,0.128,6,1,0.845098040014257,1.59769518592551,1,0,3,0,0,2,0.477121254719662,0
"4733","Peromyscus melanurus",3608423,"Cricetidae","Rodentia",40,1,"Yes",16.203056,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-97.668887964271,16.3425672439223,"Wild","","Euarchontoglires","melanurus","Peromyscus",0,0,0,0,0,NA,0,0,0,0,0,1.60205999132796,3,0,3,0,0,0,0,0
"4734","Peromyscus merriami",693027,"Cricetidae","Rodentia",40,1,"Yes",31.57479,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.178433031408,27.9234173592376,"Wild","","Euarchontoglires","merriami","Peromyscus",4,182,4,3,0,47,3,0.064,3,0,0.602059991327962,1.60205999132796,1,0,3,0,0,0,0,0
"4735","Peromyscus nudipes",990315,"Cricetidae","Rodentia",NA,NA,"Yes",9.86804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-83.5023123920419,9.5049134790256,"Wild","","Euarchontoglires","nudipes","Peromyscus",6,58,6,6,0,34,4,0.118,2,1,0.698970004336019,NA,NA,0,3,0,0,0,0,0
"4736","Peromyscus ochraventer",319361,"Cricetidae","Rodentia",40,1,"Yes",23.089167,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-98.3302055894976,22.3463105569162,"Wild","","Euarchontoglires","ochraventer","Peromyscus",0,0,0,0,0,NA,0,0,0,0,0,1.60205999132796,3,0,3,0,0,0,0,0
"4737","Peromyscus ostsibirica",6144763,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","ostsibirica","Peromyscus",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"4738","Peromyscus pembertoni",3608424,"Cricetidae","Rodentia",33,0,"Yes",27.966667,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111,27,"Wild","","Euarchontoglires","pembertoni","Peromyscus",1,32,1,1,0,18,1,0.056,1,0,0.301029995663981,1.51851393987789,NA,0,3,0,0,0,0,0
"4739","Peromyscus perfulvus",335011,"Cricetidae","Rodentia",40,1,"Yes",19.398184,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101.673675026748,19.2449738634969,"Wild","","Euarchontoglires","perfulvus","Peromyscus",7,162,7,7,0,18,4,0.222,3,1,0.698970004336019,1.60205999132796,1,0,3,0,0,3,0.602059991327962,0
"4740","Peromyscus polius",407006,"Cricetidae","Rodentia",40,1,"Yes",29.392275679862,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.337828623454,29.6851343618562,"Wild","","Euarchontoglires","polius","Peromyscus",1,48,1,1,0,21,1,0.048,1,0,0.301029995663981,1.60205999132796,NA,0,3,0,0,0,0,0
"4741","Peromyscus poloniotus",7654618,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","poloniotus","Peromyscus",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"4742","Peromyscus pseudocrinitus",3608418,"Cricetidae","Rodentia",33.03,2,"Yes",26.113333,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111.000000000001,27.0044471007295,"Wild","","Euarchontoglires","pseudocrinitus","Peromyscus",0,0,0,0,0,NA,0,0,0,0,0,1.51890857369141,4,0,3,0,0,0,0,0
"4743","Peromyscus sagax",253422,"Cricetidae","Rodentia",33,0,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","sagax","Peromyscus",2,64,2,2,0,21,2,0.095,2,0,0.477121254719662,1.51851393987789,NA,0,3,0,0,1,0.301029995663981,0
"4744","Peromyscus schmidlyi",801471,"Cricetidae","Rodentia",NA,NA,"Yes",23.820833,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-105.000000000002,23.0037047626272,"Wild","","Euarchontoglires","schmidlyi","Peromyscus",4,17,3,4,0,14,3,0.214,0,0,0.602059991327962,NA,1,0,3,0,0,1,0.301029995663981,0
"4745","Peromyscus sejugis",259483,"Cricetidae","Rodentia",21.5,1,"Yes",25.282125,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111,25,"Wild","","Euarchontoglires","sejugis","Peromyscus",5,63,4,5,0,24,4,0.167,2,1,0.698970004336019,1.33243845991561,3,0,3,0,0,1,0.301029995663981,0
"4746","Peromyscus selenis",6144765,"Cricetidae","Rodentia",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","","Euarchontoglires","selenis","Peromyscus",0,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,3,0,0,0,0,0
"4747","Peromyscus simulus",644050,"Cricetidae","Rodentia",40,1,"Yes",22.990278,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-105.412890891389,22.6284281312144,"Wild","","Euarchontoglires","simulus","Peromyscus",2,72,2,1,1,21,2,0.095,2,0,0.477121254719662,1.60205999132796,2,0,3,0,0,0,0,0
"4748","Peromyscus slevini",445496,"Cricetidae","Rodentia",32.87,2,"Yes",25.650833,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-111,25,"Wild","","Euarchontoglires","slevini","Peromyscus",5,41,4,5,0,24,3,0.125,1,0,0.602059991327962,1.51679970408162,4,0,3,0,0,0,0,0
"4749","Peromyscus spicilegus",162832,"Cricetidae","Rodentia",36,1,"Yes",20.504722,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-104.671215552577,23.1378350363773,"Wild","","Euarchontoglires","spicilegus","Peromyscus",1,18,1,1,0,36,1,0.028,1,0,0.301029995663981,1.55630250076729,1,0,3,0,0,0,0,0
"4750","Peromyscus stephani",407001,"Cricetidae","Rodentia",32.17,2,"Yes",28.700881,"Critically Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113,29,"Wild","","Euarchontoglires","stephani","Peromyscus",2,71,2,2,0,21,2,0.095,2,0,0.477121254719662,1.50745106090197,4,0,3,0,0,0,0,0
"4751","Peromyscus stirtoni",319359,"Cricetidae","Rodentia",29.2,1,"Yes",14.283333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-87.0064536685352,13.0117001028369,"Wild","","Euarchontoglires","stirtoni","Peromyscus",1,1,1,1,0,22,1,0.045,0,0,0.301029995663981,1.46538285144842,1,0,3,0,0,0,0,0
