"","species","family","order","id","BodyMass.Value","BodyMass.SpecLevel","phylogeny","median_lat","redlistCategory","use1","use2","use3","use4","use5","use6","use7","use8","use9","use10","use11","use12","use13","use14","use15","use16","domestication","status","x","y"
"3103","Hyorhinomys stuempkei","Muridae","Rodentia",5839492,NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3104","Hyosciurus heinrichi","Sciuridae","Rodentia",97836,296,1,"Yes",-2.8181,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",119,-3
"3105","Hyosciurus ileile","Sciuridae","Rodentia",3609138,315,1,"Yes",1.10607,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",121,1
"3106","Hyperacrius fertilis","Cricetidae","Rodentia",3610793,22.25,1,"Yes",35.459584,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",71.9999999999999,35.0061114673922
"3107","Hyperacrius wynnei","Cricetidae","Rodentia",3610789,52.6,1,"Yes",34.541,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",73,35
"3108","Hyperoodon ampullatus","Ziphiidae","Cetacea",1003913,5800000,1,"Yes",43.8785,"Data Deficient","food_animal","food_human","other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",-2.73477475862753,57.8924239167319
"3109","Hyperoodon planifrons","Ziphiidae","Cetacea",1021371,3e+06,1,"Yes",-47.806667,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","sibling_higher",135.874964348786,-35.3220640653308
"3110","Hypogeomys antimena","Nesomyidae","Rodentia",42,1250,1,"Yes",-20.066668,"Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",45.6638364112058,-19.6782725515748
"3111","Hypsignathus monstrosus","Pteropodidae","Chiroptera",265188,335.08,1,"Yes",4.3803335,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-4.50032266992408,7.26129436439799
"3112","Hypsiprymnodon moschatus","Hypsiprymnodontidae","Diprotodontia",262996,520,1,"Yes",-17.2,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",145.802500414238,-17.4208421836972
"3113","Hypsugo alaschanicus","Vespertilionidae","Chiroptera",709480,5.12,0,"Yes",43.645,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",130.999999999999,43.0081393014265
"3114","Hypsugo anchietae","Vespertilionidae","Chiroptera",450573,9.56,2,"Yes",-20.07481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",43.9999999999999,-22.0141110416858
"3115","Hypsugo anthonyi","Vespertilionidae","Chiroptera",3613829,12.15,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3116","Hypsugo arabicus","Vespertilionidae","Chiroptera",3613869,3.17,1,"Yes",25.45,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",61,25
"3117","Hypsugo ariel","Vespertilionidae","Chiroptera",743480,5.12,0,"Yes",16.65,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",37,1.00015234351658
"3118","Hypsugo bemainty","Vespertilionidae","Chiroptera",5835527,NA,NA,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3119","Hypsugo bodenheimeri","Vespertilionidae","Chiroptera",3613837,2.73,1,"Yes",30.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",34.9999999999999,31.0472571657319
"3120","Hypsugo cadornae","Vespertilionidae","Chiroptera",626354,6.69,1,"Yes",22.367,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",103.007053970892,22.014111041686
"3121","Hypsugo crassulus","Vespertilionidae","Chiroptera",136222,6.09,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3122","Hypsugo dolichodon","Vespertilionidae","Chiroptera",6146503,NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3123","Hypsugo eisentrauti","Vespertilionidae","Chiroptera",635106,6.11,1,NA,NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3124","Hypsugo fasciata","Vespertilionidae","Chiroptera",7656416,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3125","Hypsugo imbricatus","Vespertilionidae","Chiroptera",3613840,6.29,1,"Yes",-6.597855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",107,-7.00107163467528
"3126","Hypsugo inermis","Vespertilionidae","Chiroptera",7656417,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3127","Hypsugo joffrei","Vespertilionidae","Chiroptera",3613846,5.12,0,"Yes",27.75,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",88.0000000000004,27.0044471007295
"3128","Hypsugo kitcheneri","Vespertilionidae","Chiroptera",3613853,9.56,2,"Yes",5.83333,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",119,5
"3129","Hypsugo lanzai","Vespertilionidae","Chiroptera",6146504,NA,NA,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3130","Hypsugo lophurus","Vespertilionidae","Chiroptera",3613863,9.56,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3131","Hypsugo macrotis","Vespertilionidae","Chiroptera",3613831,9.56,2,"Yes",-0.31688,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",103,-1.27222187258541e-14
"3132","Hypsugo musciculus","Vespertilionidae","Chiroptera",3613836,5.12,0,"Yes",2.98333,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-13,9.00138234307662
"3134","Hypsugo pulveratus","Vespertilionidae","Chiroptera",1022374,5.53,1,"Yes",17.567,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",107.999999999999,29.0048379862777
"3135","Hypsugo savii","Vespertilionidae","Chiroptera",1080298,6.3,1,"Yes",43.18476,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",3.99222319638072,42.907967315901
"3136","Hypsugo vordermanni","Vespertilionidae","Chiroptera",3613907,5.12,0,"Yes",7.116667,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",117,7
"3137","Hystrix africaeaustralis","Hystricidae","Rodentia",220335,14936.02,1,"Yes",-32.25,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Partially-domesticated","",25.0407051982987,-28.1352498862217
"3138","Hystrix brachyura","Hystricidae","Rodentia",67361,8450,1,NA,NA,"Least Concern","food_human","medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Partially-domesticated","",NA,NA
"3139","Hystrix crassispinis","Hystricidae","Rodentia",3609877,5445.03,1,"Yes",4.56667,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",118,5.00076357997973
"3140","Hystrix cristata","Hystricidae","Rodentia",220326,16250,1,"Yes",17.9373745,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Partially-domesticated","",35.2209411791149,0.780214063954259
"3141","Hystrix indica","Hystricidae","Rodentia",276719,12435.83,1,"Yes",32.02,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Partially-domesticated","",77.8054528608508,12.2249600194933
"3142","Hystrix javanica","Hystricidae","Rodentia",3609873,23014.42,1,"Yes",-7.7081885,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Partially-domesticated","",109,-7.00107163467529
"3143","Hystrix major","Hystricidae","Rodentia",7654537,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3144","Hystrix pumila","Hystricidae","Rodentia",3609872,2740,1,"Yes",9.925,"Vulnerable","food_human","pets_display_animals_horticulture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Partially-domesticated","",118.334702935937,9.67225024912921
"3145","Hystrix sivalensis","Hystricidae","Rodentia",7654538,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3146","Hystrix sumatrae","Hystricidae","Rodentia",3609870,3260,1,"Yes",-4.133333,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",115,-5
"3147","Ia io","Vespertilionidae","Chiroptera",797470,49.2,1,"Yes",25.921425,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",106.186483900902,28.2623972196936
"3148","Ichneumia albicauda","Herpestidae","Carnivora",159576,3500.02,1,"Yes",-0.283401,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",36.8483142953225,0.00511791809376616
"3149","Ichthyomys hydrobates","Cricetidae","Rodentia",3611175,66.4,1,"Yes",7.3876855,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-76.9999999999998,3.00045740230185
"3150","Ichthyomys pittieri","Cricetidae","Rodentia",3611176,69.1,1,"Yes",NA,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3151","Ichthyomys stolzmanni","Cricetidae","Rodentia",3611174,84.7,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3152","Ichthyomys tweedii","Cricetidae","Rodentia",3611168,118.5,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3153","Ictidomys mexicanus","Sciuridae","Rodentia",782276,NA,NA,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3154","Ictidomys parvidens","Sciuridae","Rodentia",782270,NA,NA,"Yes",30.490999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-100.154198994961,29.0679057944992
"3155","Ictidomys tridecemlineatus","Sciuridae","Rodentia",989655,NA,NA,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3156","Ictonyx erythraea","Mustelidae","Carnivora",7656008,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3157","Ictonyx libyca","Mustelidae","Carnivora",1061038,2062.5,1,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3159","Ictonyx senegalensis","Mustelidae","Carnivora",7656009,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3160","Ictonyx striatus","Mustelidae","Carnivora",111024,1299.99,1,"Yes",-14.625,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",19.5378184688223,-30.0837481247203
"3161","Idionycteris phyllotis","Vespertilionidae","Chiroptera",401287,12.03,1,"Yes",33.374048129175,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-109.37024291874,34.9806154874056
"3162","Idiurus macrotis","Anomaluridae","Rodentia",530207,30,1,"Yes",1.45835,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-3,6.20359972461023
"3163","Idiurus zenkeri","Anomaluridae","Rodentia",3609278,100,1,"Yes",0.5,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",29.4998475364507,-0.501163013132498
"3164","Indopacetus pacificus","Ziphiidae","Cetacea",575100,2200000,1,"Yes",-4.709722,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",30.9999999999997,-29.0048379862776
"3165","Indri indri","Indriidae","Primates",696022,8000,1,"Yes",-18.68684,"Critically Endangered","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",48.0000000000001,-20.0127119247472
"3166","Inia araguaiaensis","Iniidae","Cetacea",5555456,NA,NA,"Yes",-0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-48,-1.00015234351659
"3167","Inia boliviensis","Iniidae","Artiodactyla",150935,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3168","Inia geoffrensis","Iniidae","Artiodactyla",698411,129250,1,NA,NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3169","Iomys horsfieldi","Sciuridae","Rodentia",427314,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3170","Iomys horsfieldii","Sciuridae","Rodentia",5852589,155.5,1,"Yes",5.98333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",117,6.00367070586001
"3171","Iomys sipora","Sciuridae","Rodentia",3609215,154.67,2,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3172","Irenomys tarsalis","Cricetidae","Rodentia",913850,43.15,1,"Yes",-41.066666,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-72.3993792735196,-41.7552255603281
"3173","Ischyrotherium antiquum","Dugongidae","Sirenia",7654283,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3174","Isolobodon montanus","Capromyidae","Rodentia",3609735,1350.1,0,"Yes",18.32,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-73.9999999999997,19.0030052338493
"3175","Isolobodon portoricensis","Capromyidae","Rodentia",3609732,1350.1,0,"Yes",18.32,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-73.9999999999997,19.0030052338493
"3176","Isoodon auratus","Peramelidae","Peramelemorphia",603694,425,1,NA,NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3177","Isoodon fusciventer","Peramelidae","Peramelemorphia",1027477,NA,NA,"Yes",-32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",118.454722799216,-33.2180333323238
"3178","Isoodon macrourus","Peramelidae","Peramelemorphia",306792,1600,1,NA,NA,"Least Concern","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3179","Isoodon obesulus","Peramelidae","Peramelemorphia",775066,775,1,NA,NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3180","Isothrix barbarabrownae","Echimyidae","Rodentia",439344,NA,NA,"Yes",-13.100533,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-71,-13
"3181","Isothrix bistriata","Echimyidae","Rodentia",360974,445,1,"Yes",-4.8744205,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-73.8017575606569,-4.2024086239166
"3182","Isothrix negrensis","Echimyidae","Rodentia",439340,300.97,0,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3183","Isothrix orinoci","Echimyidae","Rodentia",439342,NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3184","Isothrix pagurus","Echimyidae","Rodentia",360977,210,1,"Yes",-2.812006,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-59.0000000000001,-3.00045740230188
"3185","Isothrix sinnamariensis","Echimyidae","Rodentia",403299,291.73,1,"Yes",3.508,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-58.3330624247023,2.33451692538572
"3186","Isthmomys flavidus","Cricetidae","Rodentia",3608411,233.68,1,"Yes",8.78333,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-83,9
"3187","Isthmomys pirrensis","Cricetidae","Rodentia",489149,138,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3188","Jaculus blanfordi","Dipodidae","Rodentia",910640,54.7,1,"Yes",31.433167,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",64.6601324940412,31.0262604079186
"3189","Jaculus deserti","Dipodidae","Rodentia",5846380,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3190","Jaculus giganteus","Dipodidae","Rodentia",6144654,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3191","Jaculus jaculus","Dipodidae","Rodentia",886091,56.55,1,NA,NA,"Least Concern","food_animal","food_human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3192","Jaculus orientalis","Dipodidae","Rodentia",437594,138,1,"Yes",31.583334,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",10.5090795438165,34.5566234694777
"3193","Jaculus thaleri","Dipodidae","Rodentia",6144656,NA,NA,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3194","Juliomys ossitenuis","Cricetidae","Rodentia",366632,NA,NA,"Yes",-25.0468055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-51.0000000000001,-29.004837986278
"3195","Juliomys pictipes","Cricetidae","Rodentia",621033,22.9,1,"Yes",-24.283333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-47.0077733877776,-24.0155502468949
"3196","Juliomys rimofrons","Cricetidae","Rodentia",35454,19.8,1,"Yes",NA,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3197","Juliomys ximenezi","Cricetidae","Rodentia",7067239,NA,NA,"Yes",-29.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-51,-29
"3198","Juscelinomys candango","Cricetidae","Rodentia",3608232,97.3,1,"Yes",NA,"Extinct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3199","Juscelinomys guaporensis","Cricetidae","Rodentia",3608231,97.3,0,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3200","Juscelinomys huanchacae","Cricetidae","Rodentia",672108,97.3,0,"Yes",-14.6092,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-60.9999999999999,-14.0087077749104
"3201","Kadarsanomys sodyi","Muridae","Rodentia",3609944,79.09,2,"Yes",-6.9178,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",107,-7
"3202","Kannabateomys amblyonyx","Echimyidae","Rodentia",473598,600,1,"Yes",-24.333334,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",-54.0000000000001,-26.0170349623017
"3203","Kerivoula africana","Vespertilionidae","Chiroptera",3613763,4.9,0,"Yes",0.8,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",37,-17.0026683611809
"3204","Kerivoula agnella","Vespertilionidae","Chiroptera",3613760,5.03,2,"Yes",NA,"Endangered",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3205","Kerivoula argentata","Vespertilionidae","Chiroptera",3613753,10,1,"Yes",-10.95,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",26,-11.0016965084064
"3206","Kerivoula cuprosa","Vespertilionidae","Chiroptera",3613756,5.03,2,"Yes",0.3561,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",35,1.00015234351658
"3207","Kerivoula eriophora","Vespertilionidae","Chiroptera",3613754,5.03,2,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3208","Kerivoula flora","Vespertilionidae","Chiroptera",3613752,5.95,1,"Yes",NA,"Vulnerable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3209","Kerivoula furva","Vespertilionidae","Chiroptera",7067861,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3210","Kerivoula hardwickii","Vespertilionidae","Chiroptera",6790,4.55,1,"Yes",15.2,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",100.444551184312,8.33936598540797
"3211","Kerivoula intermedia","Vespertilionidae","Chiroptera",183380,3.55,1,"Yes",3.717,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",118,5.00076357997973
"3212","Kerivoula kachinensis","Vespertilionidae","Chiroptera",1022371,NA,NA,"Yes",18.439,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",103.333684092112,21.0301861422566
"3213","Kerivoula krauensis","Vespertilionidae","Chiroptera",598192,NA,NA,"Yes",3.717,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",103,3
"3214","Kerivoula lanosa","Vespertilionidae","Chiroptera",3613757,6.5,1,"Yes",0.56245,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",31,-10.0061581575148
"3215","Kerivoula lenis","Vespertilionidae","Chiroptera",183383,4.9,0,"Yes",2.653333,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",111,1.00015234351658
"3216","Kerivoula minuta","Vespertilionidae","Chiroptera",1025538,2.07,1,"Yes",5.65,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",100.997555059488,5.00810175699658
"3217","Kerivoula muscina","Vespertilionidae","Chiroptera",3613759,5.15,1,"Yes",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3218","Kerivoula myrella","Vespertilionidae","Chiroptera",3613761,6.5,1,"Yes",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",NA,NA
"3219","Kerivoula papillosa","Vespertilionidae","Chiroptera",493736,9.8,1,"Yes",5.825,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",100.997555059488,5.00810175699658
"3220","Kerivoula pellucida","Vespertilionidae","Chiroptera",11586,4.13,1,"Yes",6.719795,"Near Threatened",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wild","",100.998949519068,4.72126639397992
